Timestamp,Schedule_Value,Energy_Use
2024-01-01 13:20:00,0.0,0.0
2024-01-01 13:30:00,0.0,0.0
2024-01-01 13:40:00,0.0,0.0
2024-01-01 13:50:00,0.0,0.0
2024-01-01 14:00:00,0.0,0.0
2024-01-01 14:10:00,0.0,0.0
2024-01-01 14:20:00,0.0,0.0
2024-01-01 14:30:00,0.0,0.0
2024-01-01 14:40:00,0.0,0.0
2024-01-01 14:50:00,0.0,0.0
2024-01-01 15:00:00,0.0,0.0
2024-01-01 15:10:00,0.0,0.0
2024-01-01 15:20:00,0.0,0.0
2024-01-01 15:30:00,0.0,0.0
2024-01-01 15:40:00,0.0,0.0
2024-01-01 15:50:00,0.0,0.0
2024-01-01 16:00:00,0.0,0.0
2024-01-01 16:10:00,0.0,0.0
2024-01-01 16:20:00,0.0,0.0
2024-01-01 16:30:00,0.0,0.0
2024-01-01 16:40:00,0.0,0.0
2024-01-01 16:50:00,0.0,0.0
2024-01-01 17:00:00,0.0,0.0
2024-01-01 17:10:00,0.0,0.0
2024-01-01 17:20:00,0.0,0.0
2024-01-01 17:30:00,0.0,0.0
2024-01-01 17:40:00,0.0,0.0
2024-01-01 17:50:00,0.0,0.0
2024-01-01 18:00:00,0.0,0.0
2024-01-01 18:10:00,0.0,0.0
2024-01-01 18:20:00,0.0,0.0
2024-01-01 18:30:00,0.0,0.0
2024-01-01 18:40:00,0.0,0.0
2024-01-01 18:50:00,0.0,0.0
2024-01-01 19:00:00,0.0,0.0
2024-01-01 19:10:00,0.0,0.0
2024-01-01 19:20:00,0.0,0.0
2024-01-01 19:30:00,0.0,0.0
2024-01-01 19:40:00,0.0,0.0
2024-01-01 19:50:00,0.0,0.0
2024-01-01 20:00:00,0.0,0.0
2024-01-01 20:10:00,0.0,0.0
2024-01-01 20:20:00,0.0,0.0
2024-01-01 20:30:00,0.0,0.0
2024-01-01 20:40:00,0.0,0.0
2024-01-01 20:50:00,0.0,0.0
2024-01-01 21:00:00,0.0,0.0
2024-01-01 21:10:00,0.0,0.0
2024-01-01 21:20:00,0.0,0.0
2024-01-01 21:30:00,0.0,0.0
2024-01-01 21:40:00,0.0,0.0
2024-01-01 21:50:00,0.0,0.0
2024-01-01 22:00:00,0.0,0.0
2024-01-01 22:10:00,0.0,0.0
2024-01-01 22:20:00,0.0,0.0
2024-01-01 22:30:00,0.0,0.0
2024-01-01 22:40:00,0.0,0.0
2024-01-01 22:50:00,0.0,0.0
2024-01-01 23:00:00,0.0,0.0
2024-01-01 23:10:00,0.0,0.0
2024-01-01 23:20:00,0.0,0.0
2024-01-01 23:30:00,0.0,0.0
2024-01-01 23:40:00,0.0,0.0
2024-01-01 23:50:00,0.0,0.0
2024-01-02 00:00:00,0.0,0.0
2024-01-02 00:10:00,0.0,0.0
2024-01-02 00:20:00,0.0,0.0
2024-01-02 00:30:00,0.0,0.0
2024-01-02 00:40:00,0.0,0.0
2024-01-02 00:50:00,0.0,0.0
2024-01-02 01:00:00,0.0,0.0
2024-01-02 01:10:00,0.0,0.0
2024-01-02 01:20:00,0.0,0.0
2024-01-02 01:30:00,0.0,0.0
2024-01-02 01:40:00,0.0,0.0
2024-01-02 01:50:00,0.0,0.0
2024-01-02 02:00:00,0.0,0.0
2024-01-02 02:10:00,0.0,0.0
2024-01-02 02:20:00,0.0,0.0
2024-01-02 02:30:00,0.0,0.0
2024-01-02 02:40:00,0.0,0.0
2024-01-02 02:50:00,0.0,0.0
2024-01-02 03:00:00,0.0,0.0
2024-01-02 03:10:00,0.0,0.0
2024-01-02 03:20:00,0.0,0.0
2024-01-02 03:30:00,0.0,0.0
2024-01-02 03:40:00,0.0,0.0
2024-01-02 03:50:00,0.0,0.0
2024-01-02 04:00:00,0.0,0.0
2024-01-02 04:10:00,0.0,0.0
2024-01-02 04:20:00,0.0,0.0
2024-01-02 04:30:00,0.0,0.0
2024-01-02 04:40:00,0.0,0.0
2024-01-02 04:50:00,0.0,0.0
2024-01-02 05:00:00,0.0,0.0
2024-01-02 05:10:00,0.0,0.0
2024-01-02 05:20:00,0.0,0.0
2024-01-02 05:30:00,0.0,0.0
2024-01-02 05:40:00,0.0,0.0
2024-01-02 05:50:00,0.0,0.0
2024-01-02 06:00:00,0.0,0.0
2024-01-02 06:10:00,0.0,0.0
2024-01-02 06:20:00,0.0,0.0
2024-01-02 06:30:00,0.0,0.0
2024-01-02 06:40:00,0.0,0.0
2024-01-02 06:50:00,0.0,0.0
2024-01-02 07:00:00,0.0,0.0
2024-01-02 07:10:00,0.0,0.0
2024-01-02 07:20:00,0.0,0.0
2024-01-02 07:30:00,0.0,0.0
2024-01-02 07:40:00,0.0,0.0
2024-01-02 07:50:00,0.0,0.0
2024-01-02 08:00:00,0.0,0.0
2024-01-02 08:10:00,0.0,0.0
2024-01-02 08:20:00,0.0,52805.177280787844
2024-01-02 08:30:00,0.0,2655681.559373577
2024-01-02 08:40:00,0.0,0.0
2024-01-02 08:50:00,0.0,259806.31441366518
2024-01-02 09:00:00,0.0,2786377.9317606105
2024-01-02 09:10:00,0.0,156529.96274058157
2024-01-02 09:20:00,0.0,3391623.7120569493
2024-01-02 09:30:00,0.0,279682.8430592084
2024-01-02 09:40:00,0.0,2728867.1873488477
2024-01-02 09:50:00,0.0,633820.4316122722
2024-01-02 10:00:00,0.0,2887185.0540416804
2024-01-02 10:10:00,0.0,795165.6999735269
2024-01-02 10:20:00,0.0,3499621.6634467365
2024-01-02 10:30:00,0.0,763734.7623716465
2024-01-02 10:40:00,0.0,2855585.7817831263
2024-01-02 10:50:00,0.0,3899090.987544826
2024-01-02 11:00:00,0.0,2774986.7190483734
2024-01-02 11:10:00,0.0,1399368.8161136436
2024-01-02 11:20:00,0.0,4001799.7229460985
2024-01-02 11:30:00,0.0,3380966.1794954273
2024-01-02 11:40:00,0.0,2158568.9050204894
2024-01-02 11:50:00,0.0,2722170.673064373
2024-01-02 12:00:00,0.0,3270521.7385117537
2024-01-02 12:10:00,0.0,2582545.288477807
2024-01-02 12:20:00,0.0,3283959.8568411656
2024-01-02 12:30:00,0.0,2680572.6844264977
2024-01-02 12:40:00,0.0,3354774.270319539
2024-01-02 12:50:00,0.0,2737860.3467723625
2024-01-02 13:00:00,0.0,3435210.7859843103
2024-01-02 13:10:00,0.0,1779648.3418105356
2024-01-02 13:20:00,0.0,2746394.2628537733
2024-01-02 13:30:00,0.0,3479697.8433113024
2024-01-02 13:40:00,0.0,4047327.8692139606
2024-01-02 13:50:00,0.0,2802120.1615305822
2024-01-02 14:00:00,0.0,3125565.859639704
2024-01-02 14:10:00,0.0,3844944.462653782
2024-01-02 14:20:00,0.0,3952891.8203484537
2024-01-02 14:30:00,0.0,3521624.944081196
2024-01-02 14:40:00,0.0,1554690.4071234695
2024-01-02 14:50:00,0.0,2109899.6660632463
2024-01-02 15:00:00,0.0,3457512.67988405
2024-01-02 15:10:00,0.0,2754422.152465242
2024-01-02 15:20:00,0.0,3293964.306475416
2024-01-02 15:30:00,0.0,2656381.096733776
2024-01-02 15:40:00,0.0,3159187.1939688916
2024-01-02 15:50:00,0.0,2534543.1040227404
2024-01-02 16:00:00,0.0,3877216.259578677
2024-01-02 16:10:00,0.0,3018840.278624891
2024-01-02 16:20:00,0.0,2203149.7548506833
2024-01-02 16:30:00,0.0,3295445.203577112
2024-01-02 16:40:00,0.0,387153.11973147397
2024-01-02 16:50:00,0.0,2484827.525385664
2024-01-02 17:00:00,0.0,76349.748407958
2024-01-02 17:10:00,0.0,2377403.4503587703
2024-01-02 17:20:00,0.0,0.0
2024-01-02 17:30:00,0.0,3337165.31121109
2024-01-02 17:40:00,0.0,2166214.993345754
2024-01-02 17:50:00,0.0,0.0
2024-01-02 18:00:00,0.0,3327396.9372397903
2024-01-02 18:10:00,0.0,2190381.8075300166
2024-01-02 18:20:00,0.0,0.0
2024-01-02 18:30:00,0.0,3324117.9736367273
2024-01-02 18:40:00,0.0,2135673.0251071374
2024-01-02 18:50:00,0.0,0.0
2024-01-02 19:00:00,0.0,31061.87088005916
2024-01-02 19:10:00,0.0,2231732.5300139557
2024-01-02 19:20:00,0.0,0.0
2024-01-02 19:30:00,0.0,0.0
2024-01-02 19:40:00,0.0,0.0
2024-01-02 19:50:00,0.0,0.0
2024-01-02 20:00:00,0.0,0.0
2024-01-02 20:10:00,0.0,0.0
2024-01-02 20:20:00,0.0,0.0
2024-01-02 20:30:00,0.0,0.0
2024-01-02 20:40:00,0.0,0.0
2024-01-02 20:50:00,0.0,0.0
2024-01-02 21:00:00,0.0,0.0
2024-01-02 21:10:00,0.0,0.0
2024-01-02 21:20:00,0.0,0.0
2024-01-02 21:30:00,0.0,0.0
2024-01-02 21:40:00,0.0,0.0
2024-01-02 21:50:00,0.0,0.0
2024-01-02 22:00:00,0.0,0.0
2024-01-02 22:10:00,0.0,0.0
2024-01-02 22:20:00,0.0,0.0
2024-01-02 22:30:00,0.0,0.0
2024-01-02 22:40:00,0.0,0.0
2024-01-02 22:50:00,0.0,0.0
2024-01-02 23:00:00,0.0,0.0
2024-01-02 23:10:00,0.0,0.0
2024-01-02 23:20:00,0.0,0.0
2024-01-02 23:30:00,0.0,0.0
2024-01-02 23:40:00,0.0,0.0
2024-01-02 23:50:00,0.0,0.0
